,label
ENSG00000110075,2
ENSG00000110076,2
ENSG00000110077,2
ENSG00000110079,0
ENSG00000110080,2
ENSG00000110090,2
ENSG00000110092,2
ENSG00000110104,2
ENSG00000110107,2
ENSG00000110108,2
ENSG00000110169,1
ENSG00000110171,2
ENSG00000110172,2
ENSG00000110195,2
ENSG00000110200,2
ENSG00000110203,0
ENSG00000110218,2
ENSG00000110237,2
ENSG00000110274,2
ENSG00000110315,2
ENSG00000110318,2
ENSG00000110321,2
ENSG00000110324,2
ENSG00000110328,0
ENSG00000110330,2
ENSG00000110344,2
ENSG00000110367,2
ENSG00000110375,2
ENSG00000110395,2
ENSG00000110400,1
ENSG00000110422,2
ENSG00000110427,1
ENSG00000110429,2
ENSG00000110435,2
ENSG00000110436,2
ENSG00000110442,2
ENSG00000110446,0
ENSG00000110448,2
ENSG00000110455,2
ENSG00000110492,1
ENSG00000110497,2
ENSG00000110514,2
ENSG00000110536,2
ENSG00000110583,2
ENSG00000110619,2
ENSG00000110628,1
ENSG00000110651,2
ENSG00000110660,1
ENSG00000110665,0
ENSG00000110675,0
ENSG00000110680,1
ENSG00000110693,2
ENSG00000110696,2
ENSG00000110697,2
ENSG00000110700,2
ENSG00000110711,2
ENSG00000110713,2
ENSG00000110717,2
ENSG00000110719,2
ENSG00000110721,2
ENSG00000110723,2
ENSG00000110756,0
ENSG00000110768,2
ENSG00000110777,1
ENSG00000110799,0
ENSG00000110801,2
ENSG00000110811,1
ENSG00000110841,0
ENSG00000110844,2
ENSG00000110848,0
ENSG00000110851,2
ENSG00000110852,2
ENSG00000110871,2
ENSG00000110876,0
ENSG00000110880,2
ENSG00000110881,1
ENSG00000110888,2
ENSG00000110900,2
ENSG00000110906,2
ENSG00000110911,2
ENSG00000110917,2
ENSG00000110921,2
ENSG00000110925,2
ENSG00000110931,2
ENSG00000110934,2
ENSG00000110944,1
ENSG00000110955,2
ENSG00000110958,2
ENSG00000110987,2
ENSG00000111011,2
ENSG00000111012,1
ENSG00000111052,0
ENSG00000111057,1
ENSG00000111058,0
ENSG00000111077,0
ENSG00000111087,2
ENSG00000111110,1
ENSG00000111142,2
ENSG00000111144,2
ENSG00000111145,2
ENSG00000111181,0
ENSG00000111186,2
ENSG00000111196,2
ENSG00000111199,2
ENSG00000111203,2
ENSG00000111206,1
ENSG00000111218,2
ENSG00000111224,2
ENSG00000111229,2
ENSG00000111231,2
ENSG00000111237,2
ENSG00000111247,1
ENSG00000111252,2
ENSG00000111254,2
ENSG00000111261,2
ENSG00000111266,2
ENSG00000111269,2
ENSG00000111271,2
ENSG00000111275,0
ENSG00000111276,2
ENSG00000111291,2
ENSG00000111300,2
ENSG00000111319,2
ENSG00000111321,2
ENSG00000111325,1
ENSG00000111328,2
ENSG00000111331,2
ENSG00000111335,2
ENSG00000111339,0
ENSG00000111341,2
ENSG00000111344,1
ENSG00000111348,2
ENSG00000111358,2
ENSG00000111361,2
ENSG00000111364,2
ENSG00000111371,2
ENSG00000111404,2
ENSG00000111412,0
ENSG00000111424,2
ENSG00000111432,1
ENSG00000111445,2
ENSG00000111450,2
ENSG00000111452,0
ENSG00000111481,2
ENSG00000111490,2
ENSG00000111530,2
ENSG00000111537,1
ENSG00000111540,2
ENSG00000111554,2
ENSG00000111581,2
ENSG00000111596,2
ENSG00000111602,1
ENSG00000111605,2
ENSG00000111615,2
ENSG00000111639,2
ENSG00000111640,1
ENSG00000111642,2
ENSG00000111644,2
ENSG00000111647,2
ENSG00000111652,2
ENSG00000111653,2
ENSG00000111664,1
ENSG00000111665,1
ENSG00000111666,2
ENSG00000111667,2
ENSG00000111669,1
ENSG00000111670,2
ENSG00000111671,2
ENSG00000111674,2
ENSG00000111676,2
ENSG00000111678,2
ENSG00000111679,2
ENSG00000111684,0
ENSG00000111696,2
ENSG00000111700,1
ENSG00000111701,1
ENSG00000111707,2
ENSG00000111711,2
ENSG00000111716,2
ENSG00000111725,2
ENSG00000111726,2
ENSG00000111727,2
ENSG00000111728,2
ENSG00000111731,2
ENSG00000111737,2
ENSG00000111752,2
ENSG00000111775,2
ENSG00000111785,2
ENSG00000111786,2
ENSG00000111788,1
ENSG00000111790,2
ENSG00000111796,2
ENSG00000111799,2
ENSG00000111801,2
ENSG00000111802,2
ENSG00000111816,2
ENSG00000111817,2
ENSG00000111832,2
ENSG00000111834,0
ENSG00000111837,2
ENSG00000111843,2
ENSG00000111845,2
ENSG00000111846,2
ENSG00000111850,2
ENSG00000111859,0
ENSG00000111860,2
ENSG00000111863,0
ENSG00000111875,2
ENSG00000111877,2
ENSG00000111879,0
ENSG00000111880,2
ENSG00000111885,2
ENSG00000111886,1
ENSG00000111897,0
ENSG00000111906,2
ENSG00000111907,2
ENSG00000111911,2
ENSG00000111912,2
ENSG00000111913,2
ENSG00000111961,0
ENSG00000111962,0
ENSG00000111981,2
ENSG00000112029,2
ENSG00000112031,2
ENSG00000112033,2
ENSG00000112039,2
ENSG00000112053,2
ENSG00000112062,2
ENSG00000112078,2
ENSG00000112079,2
ENSG00000112081,2
ENSG00000112096,2
ENSG00000112110,2
ENSG00000112118,2
ENSG00000112130,2
ENSG00000112137,0
ENSG00000112139,0
ENSG00000112144,2
ENSG00000112146,2
ENSG00000112149,0
ENSG00000112159,2
ENSG00000112164,2
ENSG00000112167,2
ENSG00000112175,2
ENSG00000112182,2
ENSG00000112183,0
ENSG00000112186,2
ENSG00000112195,2
ENSG00000112200,2
ENSG00000112208,2
ENSG00000112210,2
ENSG00000112214,0
ENSG00000112218,2
ENSG00000112232,0
ENSG00000112234,2
ENSG00000112237,2
ENSG00000112242,1
ENSG00000112245,1
ENSG00000112249,2
ENSG00000112276,2
ENSG00000112282,2
ENSG00000112290,1
ENSG00000112293,2
ENSG00000112294,2
ENSG00000112297,2
ENSG00000112299,2
ENSG00000112303,2
ENSG00000112304,2
ENSG00000112305,2
ENSG00000112306,2
ENSG00000112308,2
ENSG00000112312,1
ENSG00000112319,0
ENSG00000112320,0
ENSG00000112335,2
ENSG00000112339,2
ENSG00000112343,2
ENSG00000112357,2
ENSG00000112365,2
ENSG00000112367,2
ENSG00000112378,2
ENSG00000112379,2
ENSG00000112394,2
ENSG00000112406,2
ENSG00000112414,2
ENSG00000112419,0
ENSG00000112425,0
ENSG00000112473,2
ENSG00000112494,1
ENSG00000112511,2
ENSG00000112514,2
ENSG00000112530,0
ENSG00000112531,0
ENSG00000112539,0
ENSG00000112541,1
ENSG00000112559,1
ENSG00000112561,2
ENSG00000112562,2
ENSG00000112576,2
ENSG00000112578,1
ENSG00000112584,2
ENSG00000112592,2
ENSG00000112599,2
ENSG00000112619,2
ENSG00000112624,2
ENSG00000112640,2
ENSG00000112651,2
ENSG00000112655,2
ENSG00000112658,2
ENSG00000112659,2
ENSG00000112667,2
ENSG00000112679,2
ENSG00000112685,2
ENSG00000112695,2
ENSG00000112697,2
ENSG00000112699,1
ENSG00000112701,2
ENSG00000112706,2
ENSG00000112715,2
ENSG00000112739,2
ENSG00000112742,1
ENSG00000112759,2
ENSG00000112761,1
ENSG00000112763,2
ENSG00000112769,2
ENSG00000112773,2
ENSG00000112782,0
ENSG00000112787,2
ENSG00000112796,2
ENSG00000112799,0
ENSG00000112812,2
ENSG00000112818,1
ENSG00000112837,1
ENSG00000112851,2
ENSG00000112852,2
ENSG00000112855,2
ENSG00000112874,2
ENSG00000112877,1
ENSG00000112893,2
ENSG00000112902,0
ENSG00000112936,0
ENSG00000112941,2
ENSG00000112964,0
ENSG00000112972,2
ENSG00000112977,2
ENSG00000112981,2
ENSG00000112983,2
ENSG00000112984,1
ENSG00000112992,2
ENSG00000112996,2
ENSG00000113013,2
ENSG00000113048,2
ENSG00000113068,2
ENSG00000113070,0
ENSG00000113083,2
ENSG00000113088,2
ENSG00000113108,2
ENSG00000113119,2
ENSG00000113140,2
ENSG00000113141,2
ENSG00000113161,2
ENSG00000113163,2
ENSG00000113194,2
ENSG00000113205,2
ENSG00000113209,2
ENSG00000113211,2
ENSG00000113212,2
ENSG00000113231,0
ENSG00000113240,2
ENSG00000113248,2
ENSG00000113249,1
ENSG00000113262,2
ENSG00000113263,2
ENSG00000113269,2
ENSG00000113272,2
ENSG00000113273,2
ENSG00000113282,2
ENSG00000113296,1
ENSG00000113300,2
ENSG00000113302,2
ENSG00000113303,0
ENSG00000113312,2
ENSG00000113318,2
ENSG00000113319,2
ENSG00000113328,2
ENSG00000113356,2
ENSG00000113360,2
ENSG00000113361,2
ENSG00000113368,1
ENSG00000113369,2
ENSG00000113384,2
ENSG00000113387,2
ENSG00000113389,0
ENSG00000113391,2
ENSG00000113396,0
ENSG00000113407,2
ENSG00000113441,2
ENSG00000113448,2
ENSG00000113456,2
ENSG00000113460,1
ENSG00000113494,1
ENSG00000113504,1
ENSG00000113522,2
ENSG00000113532,2
ENSG00000113552,2
ENSG00000113555,0
ENSG00000113558,2
ENSG00000113569,1
ENSG00000113575,2
ENSG00000113578,2
ENSG00000113580,2
ENSG00000113583,2
ENSG00000113593,2
ENSG00000113594,0
ENSG00000113595,2
ENSG00000113597,2
ENSG00000113615,2
ENSG00000113621,2
ENSG00000113638,2
ENSG00000113643,2
ENSG00000113645,2
ENSG00000113648,2
ENSG00000113649,2
ENSG00000113657,2
ENSG00000113658,2
ENSG00000113712,2
ENSG00000113716,2
ENSG00000113719,2
ENSG00000113721,2
ENSG00000113732,2
ENSG00000113734,2
ENSG00000113739,2
ENSG00000113742,2
ENSG00000113749,2
ENSG00000113758,1
ENSG00000113761,2
ENSG00000113763,2
ENSG00000113790,2
ENSG00000113805,2
ENSG00000113810,2
ENSG00000113811,2
ENSG00000113812,2
ENSG00000113838,2
ENSG00000113845,2
ENSG00000113851,2
ENSG00000113916,2
ENSG00000113924,1
ENSG00000113946,2
ENSG00000113966,0
ENSG00000113971,2
ENSG00000114013,2
ENSG00000114019,2
ENSG00000114021,2
ENSG00000114023,2
ENSG00000114026,2
ENSG00000114030,2
ENSG00000114054,2
ENSG00000114062,2
ENSG00000114098,2
ENSG00000114107,2
ENSG00000114113,0
ENSG00000114115,2
ENSG00000114120,2
ENSG00000114125,2
ENSG00000114126,2
ENSG00000114127,2
ENSG00000114166,0
ENSG00000114200,0
ENSG00000114204,2
ENSG00000114209,2
ENSG00000114248,1
ENSG00000114251,2
ENSG00000114268,2
ENSG00000114270,1
ENSG00000114279,2
ENSG00000114302,2
ENSG00000114315,2
ENSG00000114316,2
ENSG00000114331,2
ENSG00000114346,1
ENSG00000114353,2
ENSG00000114354,2
ENSG00000114374,2
ENSG00000114378,0
ENSG00000114383,2
ENSG00000114388,2
ENSG00000114391,2
ENSG00000114395,2
ENSG00000114405,2
ENSG00000114416,2
ENSG00000114423,2
ENSG00000114439,2
ENSG00000114446,2
ENSG00000114450,2
ENSG00000114455,1
ENSG00000114473,2
ENSG00000114480,2
ENSG00000114491,2
ENSG00000114503,2
ENSG00000114520,2
ENSG00000114529,2
ENSG00000114541,0
ENSG00000114544,2
ENSG00000114547,2
ENSG00000114554,2
ENSG00000114573,2
ENSG00000114626,2
ENSG00000114631,1
ENSG00000114638,1
ENSG00000114646,2
ENSG00000114648,2
ENSG00000114650,2
ENSG00000114654,0
ENSG00000114656,2
ENSG00000114670,2
ENSG00000114686,1
ENSG00000114698,0
ENSG00000114735,2
ENSG00000114737,2
ENSG00000114738,2
ENSG00000114739,2
ENSG00000114742,2
ENSG00000114744,2
ENSG00000114745,2
ENSG00000114757,2
ENSG00000114767,2
ENSG00000114770,2
ENSG00000114771,0
ENSG00000114779,2
ENSG00000114784,2
ENSG00000114790,0
ENSG00000114796,2
ENSG00000114805,2
ENSG00000114812,0
ENSG00000114841,2
ENSG00000114850,2
ENSG00000114853,0
ENSG00000114854,0
ENSG00000114857,2
ENSG00000114859,1
ENSG00000114861,2
ENSG00000114867,2
ENSG00000114902,2
ENSG00000114904,2
ENSG00000114923,1
ENSG00000114933,2
ENSG00000114942,2
ENSG00000114948,2
ENSG00000114956,2
ENSG00000114978,2
ENSG00000114982,2
ENSG00000114988,2
ENSG00000114993,2
ENSG00000114999,2
ENSG00000115008,0
ENSG00000115009,1
ENSG00000115020,2
ENSG00000115041,2
ENSG00000115042,2
ENSG00000115053,2
ENSG00000115073,2
ENSG00000115084,2
ENSG00000115085,2
ENSG00000115091,2
ENSG00000115107,2
ENSG00000115109,2
ENSG00000115112,2
ENSG00000115128,2
ENSG00000115129,2
ENSG00000115137,2
ENSG00000115138,2
ENSG00000115145,2
ENSG00000115155,2
ENSG00000115159,2
ENSG00000115163,1
ENSG00000115165,2
ENSG00000115170,2
ENSG00000115183,2
ENSG00000115194,1
ENSG00000115204,2
ENSG00000115207,2
ENSG00000115211,2
ENSG00000115216,2
ENSG00000115221,2
ENSG00000115226,1
ENSG00000115232,2
ENSG00000115233,2
ENSG00000115234,2
ENSG00000115239,2
ENSG00000115241,2
ENSG00000115252,2
ENSG00000115255,1
ENSG00000115257,2
ENSG00000115266,2
ENSG00000115267,2
ENSG00000115268,2
ENSG00000115271,2
ENSG00000115275,2
ENSG00000115282,2
ENSG00000115286,2
ENSG00000115289,2
ENSG00000115290,1
ENSG00000115295,2
ENSG00000115306,0
ENSG00000115307,2
ENSG00000115310,2
ENSG00000115317,2
ENSG00000115318,2
ENSG00000115325,2
ENSG00000115339,2
ENSG00000115350,2
ENSG00000115353,2
ENSG00000115355,2
ENSG00000115361,0
ENSG00000115363,2
ENSG00000115364,2
ENSG00000115365,2
ENSG00000115368,2
ENSG00000115380,0
ENSG00000115392,2
ENSG00000115414,2
ENSG00000115415,2
ENSG00000115419,2
ENSG00000115421,2
ENSG00000115423,0
ENSG00000115425,2
ENSG00000115446,2
ENSG00000115457,1
ENSG00000115459,2
ENSG00000115461,2
ENSG00000115464,2
ENSG00000115468,2
ENSG00000115484,2
ENSG00000115486,2
ENSG00000115504,2
ENSG00000115507,1
ENSG00000115514,2
ENSG00000115520,2
ENSG00000115523,2
ENSG00000115524,2
ENSG00000115525,2
ENSG00000115526,2
ENSG00000115539,2
ENSG00000115540,2
ENSG00000115541,1
ENSG00000115548,2
ENSG00000115561,2
ENSG00000115568,2
ENSG00000115590,2
ENSG00000115594,2
ENSG00000115598,1
ENSG00000115602,0
ENSG00000115604,0
ENSG00000115607,2
ENSG00000115616,1
ENSG00000115641,1
ENSG00000115648,2
ENSG00000115649,2
ENSG00000115652,2
ENSG00000115657,1
ENSG00000115661,2
ENSG00000115665,0
ENSG00000115677,2
ENSG00000115685,2
ENSG00000115687,2
ENSG00000115694,2
ENSG00000115705,1
ENSG00000115718,1
ENSG00000115738,2
ENSG00000115750,2
ENSG00000115756,0
ENSG00000115758,1
ENSG00000115760,2
ENSG00000115761,2
ENSG00000115762,2
ENSG00000115806,2
ENSG00000115808,2
ENSG00000115816,2
ENSG00000115825,2
ENSG00000115827,2
ENSG00000115828,1
ENSG00000115839,2
ENSG00000115840,2
ENSG00000115841,2
ENSG00000115850,1
ENSG00000115866,2
ENSG00000115875,2
ENSG00000115884,2
ENSG00000115896,0
ENSG00000115902,1
ENSG00000115904,2
ENSG00000115919,1
ENSG00000115935,2
ENSG00000115942,2
ENSG00000115944,2
ENSG00000115946,2
ENSG00000115947,2
ENSG00000115956,2
ENSG00000115963,2
ENSG00000115966,2
ENSG00000115970,2
ENSG00000115977,2
ENSG00000115993,2
ENSG00000115998,2
ENSG00000116001,2
ENSG00000116005,0
ENSG00000116014,1
ENSG00000116016,0
ENSG00000116017,2
ENSG00000116030,2
ENSG00000116031,1
ENSG00000116032,0
ENSG00000116035,1
ENSG00000116044,2
ENSG00000116062,2
ENSG00000116095,2
ENSG00000116096,2
ENSG00000116106,2
ENSG00000116117,0
ENSG00000116120,2
ENSG00000116127,2
ENSG00000116128,1
ENSG00000116132,2
ENSG00000116133,0
ENSG00000116138,2
ENSG00000116141,2
ENSG00000116147,0
ENSG00000116151,2
ENSG00000116157,2
ENSG00000116161,2
ENSG00000116171,2
ENSG00000116183,2
ENSG00000116191,1
ENSG00000116194,0
ENSG00000116198,2
ENSG00000116199,2
ENSG00000116205,2
ENSG00000116209,2
ENSG00000116212,2
ENSG00000116213,2
ENSG00000116221,2
ENSG00000116237,2
ENSG00000116251,2
ENSG00000116260,2
ENSG00000116266,2
ENSG00000116273,2
ENSG00000116285,2
ENSG00000116288,2
ENSG00000116299,1
ENSG00000116329,1
ENSG00000116337,2
ENSG00000116350,2
ENSG00000116353,2
ENSG00000116396,2
ENSG00000116406,2
ENSG00000116455,2
ENSG00000116459,2
ENSG00000116473,2
ENSG00000116478,2
ENSG00000116489,2
ENSG00000116497,2
ENSG00000116514,2
ENSG00000116521,2
ENSG00000116525,2
ENSG00000116539,2
ENSG00000116544,1
ENSG00000116560,2
ENSG00000116574,2
ENSG00000116580,2
ENSG00000116584,2
ENSG00000116586,2
ENSG00000116604,2
ENSG00000116641,2
ENSG00000116649,1
ENSG00000116661,1
ENSG00000116663,2
ENSG00000116667,0
ENSG00000116668,2
ENSG00000116670,2
ENSG00000116675,2
ENSG00000116678,0
ENSG00000116679,2
ENSG00000116685,2
ENSG00000116688,2
ENSG00000116690,0
ENSG00000116691,2
ENSG00000116698,2
ENSG00000116701,0
ENSG00000116704,2
ENSG00000116711,1
ENSG00000116717,2
ENSG00000116729,2
ENSG00000116731,2
ENSG00000116741,2
ENSG00000116747,2
ENSG00000116748,2
ENSG00000116750,2
ENSG00000116752,2
ENSG00000116754,2
ENSG00000116761,1
ENSG00000116771,1
ENSG00000116774,2
ENSG00000116785,1
ENSG00000116786,2
ENSG00000116791,2
ENSG00000116793,2
ENSG00000116809,2
ENSG00000116815,2
ENSG00000116819,2
ENSG00000116824,2
ENSG00000116830,2
ENSG00000116833,0
ENSG00000116852,2
ENSG00000116857,2
ENSG00000116863,2
ENSG00000116871,2
ENSG00000116874,2
ENSG00000116885,2
ENSG00000116898,2
ENSG00000116903,2
ENSG00000116906,2
ENSG00000116918,2
ENSG00000116922,2
ENSG00000116954,2
ENSG00000116962,2
ENSG00000116977,2
ENSG00000116983,2
ENSG00000116984,2
ENSG00000116985,1
ENSG00000116990,2
ENSG00000116991,2
ENSG00000117000,2
ENSG00000117009,0
ENSG00000117010,2
ENSG00000117013,2
ENSG00000117016,2
ENSG00000117020,2
ENSG00000117036,2
ENSG00000117054,2
ENSG00000117069,0
ENSG00000117090,2
ENSG00000117091,2
ENSG00000117114,0
ENSG00000117115,2
ENSG00000117118,2
ENSG00000117122,1
ENSG00000117133,2
ENSG00000117139,1
ENSG00000117143,2
ENSG00000117151,2
ENSG00000117152,2
ENSG00000117153,2
ENSG00000117154,2
ENSG00000117155,2
ENSG00000117174,2
ENSG00000117215,1
ENSG00000117222,2
ENSG00000117226,2
ENSG00000117228,2
ENSG00000117242,2
ENSG00000117245,0
ENSG00000117262,1
ENSG00000117266,2
ENSG00000117280,2
ENSG00000117281,2
ENSG00000117298,2
ENSG00000117305,2
ENSG00000117308,1
ENSG00000117318,0
ENSG00000117322,1
ENSG00000117335,2
ENSG00000117360,2
ENSG00000117362,2
ENSG00000117385,2
ENSG00000117394,1
ENSG00000117395,2
ENSG00000117399,1
ENSG00000117400,2
ENSG00000117407,1
ENSG00000117408,2
ENSG00000117410,2
ENSG00000117411,1
ENSG00000117419,2
ENSG00000117425,2
ENSG00000117448,2
ENSG00000117450,2
ENSG00000117461,2
ENSG00000117472,2
ENSG00000117475,2
ENSG00000117477,0
ENSG00000117479,2
ENSG00000117480,2
ENSG00000117481,2
ENSG00000117500,2
ENSG00000117501,0
ENSG00000117505,2
ENSG00000117519,2
ENSG00000117523,2
ENSG00000117525,2
ENSG00000117528,2
ENSG00000117533,2
ENSG00000117543,2
ENSG00000117560,2
ENSG00000117569,2
ENSG00000117586,1
ENSG00000117592,2
ENSG00000117593,1
ENSG00000117594,2
ENSG00000117595,2
ENSG00000117597,1
ENSG00000117600,2
ENSG00000117602,2
ENSG00000117614,2
ENSG00000117616,2
ENSG00000117620,2
ENSG00000117625,2
ENSG00000117632,1
ENSG00000117640,2
ENSG00000117643,2
ENSG00000117650,1
ENSG00000117676,2
ENSG00000117682,2
ENSG00000117691,2
ENSG00000117697,2
ENSG00000117707,1
ENSG00000117713,2
ENSG00000117724,1
ENSG00000117748,2
ENSG00000117751,2
ENSG00000117758,0
ENSG00000117791,0
ENSG00000117834,0
ENSG00000117859,2
ENSG00000117862,2
ENSG00000117868,2
ENSG00000117877,1
ENSG00000117899,2
ENSG00000117906,2
ENSG00000117971,1
ENSG00000117983,1
ENSG00000117984,2
ENSG00000118004,2
ENSG00000118007,2
ENSG00000118046,2
ENSG00000118058,2
ENSG00000118094,2
ENSG00000118096,2
ENSG00000118113,1
ENSG00000118156,2
ENSG00000118160,1
ENSG00000118162,2
ENSG00000118181,2
ENSG00000118193,1
ENSG00000118194,1
ENSG00000118197,2
ENSG00000118200,2
ENSG00000118217,2
ENSG00000118242,2
ENSG00000118246,2
ENSG00000118257,2
ENSG00000118260,2
ENSG00000118263,2
ENSG00000118271,1
ENSG00000118276,2
ENSG00000118292,2
ENSG00000118298,2
ENSG00000118307,0
ENSG00000118308,2
ENSG00000118322,1
ENSG00000118363,2
ENSG00000118369,2
ENSG00000118402,1
ENSG00000118407,0
ENSG00000118412,2
ENSG00000118418,2
ENSG00000118420,2
ENSG00000118432,0
ENSG00000118454,2
ENSG00000118473,2
ENSG00000118482,2
ENSG00000118492,0
ENSG00000118495,0
ENSG00000118496,2
ENSG00000118503,0
ENSG00000118507,0
ENSG00000118508,2
ENSG00000118513,2
ENSG00000118514,2
ENSG00000118515,0
ENSG00000118518,2
ENSG00000118523,0
ENSG00000118526,0
ENSG00000118557,2
ENSG00000118564,2
ENSG00000118579,2
ENSG00000118596,1
ENSG00000118600,2
ENSG00000118620,2
ENSG00000118640,2
ENSG00000118655,2
ENSG00000118680,2
ENSG00000118689,2
ENSG00000118690,2
ENSG00000118705,2
ENSG00000118707,2
ENSG00000118729,0
ENSG00000118762,2
ENSG00000118777,0
ENSG00000118785,1
ENSG00000118804,2
ENSG00000118816,2
ENSG00000118849,2
ENSG00000118855,2
ENSG00000118873,2
ENSG00000118894,2
ENSG00000118898,2
ENSG00000118900,2
ENSG00000118922,2
ENSG00000118939,2
ENSG00000118946,0
ENSG00000118960,2
ENSG00000118961,2
ENSG00000118965,2
ENSG00000118971,0
ENSG00000118985,2
ENSG00000118997,2
ENSG00000119004,2
ENSG00000119013,2
ENSG00000119041,2
ENSG00000119042,1
ENSG00000119048,2
ENSG00000119121,2
ENSG00000119125,1
ENSG00000119138,0
ENSG00000119139,2
ENSG00000119147,0
ENSG00000119185,2
ENSG00000119203,2
ENSG00000119227,2
ENSG00000119231,2
ENSG00000119242,2
ENSG00000119280,0
ENSG00000119285,1
ENSG00000119314,2
ENSG00000119318,2
ENSG00000119321,2
ENSG00000119326,0
ENSG00000119328,2
ENSG00000119333,2
ENSG00000119335,2
ENSG00000119383,2
ENSG00000119392,2
ENSG00000119396,2
ENSG00000119397,2
ENSG00000119401,2
ENSG00000119402,2
ENSG00000119403,2
ENSG00000119408,2
ENSG00000119411,2
ENSG00000119414,2
ENSG00000119421,2
ENSG00000119431,1
ENSG00000119446,2
ENSG00000119457,0
ENSG00000119471,2
ENSG00000119487,2
ENSG00000119508,0
ENSG00000119509,2
ENSG00000119514,2
ENSG00000119522,2
ENSG00000119523,2
ENSG00000119535,0
ENSG00000119537,2
ENSG00000119541,2
ENSG00000119547,1
ENSG00000119559,2
ENSG00000119574,2
ENSG00000119596,2
ENSG00000119599,2
ENSG00000119616,2
ENSG00000119630,1
ENSG00000119632,2
ENSG00000119636,2
ENSG00000119638,2
ENSG00000119640,2
ENSG00000119650,2
ENSG00000119655,2
ENSG00000119661,2
ENSG00000119669,2
ENSG00000119673,2
ENSG00000119681,2
ENSG00000119682,2
ENSG00000119684,2
ENSG00000119685,2
ENSG00000119686,0
ENSG00000119688,2
ENSG00000119689,2
ENSG00000119698,0
ENSG00000119699,2
ENSG00000119703,2
ENSG00000119705,2
ENSG00000119707,2
ENSG00000119711,2
ENSG00000119714,2
ENSG00000119718,2
ENSG00000119720,2
ENSG00000119723,2
ENSG00000119725,2
ENSG00000119729,2
ENSG00000119737,2
ENSG00000119760,2
ENSG00000119771,2
ENSG00000119772,2
ENSG00000119777,2
ENSG00000119778,2
ENSG00000119782,2
ENSG00000119787,2
ENSG00000119801,2
ENSG00000119812,2
ENSG00000119820,2
ENSG00000119844,2
ENSG00000119862,0
ENSG00000119865,0
ENSG00000119866,2
ENSG00000119878,2
ENSG00000119888,1
ENSG00000119899,2
ENSG00000119900,2
ENSG00000119906,2
ENSG00000119912,2
ENSG00000119915,2
ENSG00000119917,2
ENSG00000119922,2
ENSG00000119927,2
ENSG00000119929,2
ENSG00000119938,2
ENSG00000119943,2
ENSG00000119946,1
ENSG00000119950,2
ENSG00000119953,2
ENSG00000119965,2
ENSG00000119969,1
ENSG00000119977,2
ENSG00000119979,2
ENSG00000119986,2
ENSG00000120008,2
ENSG00000120029,2
ENSG00000120049,2
ENSG00000120051,0
ENSG00000120053,2
ENSG00000120057,0
ENSG00000120063,2
ENSG00000120068,1
ENSG00000120071,2
ENSG00000120075,2
ENSG00000120093,1
ENSG00000120129,0
ENSG00000120137,2
ENSG00000120149,1
ENSG00000120156,0
ENSG00000120158,2
ENSG00000120159,2
ENSG00000120162,0
ENSG00000120211,1
ENSG00000120217,2
ENSG00000120253,2
ENSG00000120254,2
ENSG00000120256,2
ENSG00000120262,0
ENSG00000120265,2
ENSG00000120278,2
ENSG00000120279,0
ENSG00000120280,2
ENSG00000120306,2
ENSG00000120314,2
ENSG00000120318,0
ENSG00000120322,1
ENSG00000120324,2
ENSG00000120327,2
ENSG00000120328,2
ENSG00000120332,2
ENSG00000120333,2
ENSG00000120334,1
ENSG00000120337,2
ENSG00000120370,2
ENSG00000120437,2
ENSG00000120438,2
ENSG00000120440,1
ENSG00000120451,2
ENSG00000120457,0
ENSG00000120458,2
ENSG00000120509,2
ENSG00000120519,2
ENSG00000120526,2
ENSG00000120533,2
ENSG00000120539,2
ENSG00000120549,2
ENSG00000120594,2
ENSG00000120616,2
ENSG00000120645,0
ENSG00000120647,2
ENSG00000120656,2
ENSG00000120658,2
ENSG00000120659,1
ENSG00000120662,2
ENSG00000120669,1
ENSG00000120675,2
ENSG00000120685,2
ENSG00000120686,2
ENSG00000120688,2
ENSG00000120690,2
ENSG00000120693,0
ENSG00000120694,2
ENSG00000120696,2
ENSG00000120697,2
ENSG00000120699,2
ENSG00000120705,2
ENSG00000120708,2
ENSG00000120709,2
ENSG00000120725,2
ENSG00000120727,2
ENSG00000120733,2
ENSG00000120738,0
ENSG00000120742,2
ENSG00000120756,2
ENSG00000120784,2
ENSG00000120798,2
ENSG00000120800,2
ENSG00000120802,2
ENSG00000120805,2
ENSG00000120820,2
ENSG00000120832,2
ENSG00000120833,0
ENSG00000120837,2
ENSG00000120860,2
ENSG00000120868,2
ENSG00000120875,1
ENSG00000120885,2
ENSG00000120889,2
ENSG00000120896,0
ENSG00000120899,2
ENSG00000120907,0
ENSG00000120910,2
ENSG00000120913,0
ENSG00000120915,2
ENSG00000120925,2
ENSG00000120942,2
ENSG00000120948,2
ENSG00000120949,2
ENSG00000120963,2
ENSG00000120992,2
ENSG00000121005,2
ENSG00000121022,2
ENSG00000121039,1
ENSG00000121057,2
ENSG00000121058,2
ENSG00000121060,2
ENSG00000121064,2
ENSG00000121067,2
ENSG00000121068,0
ENSG00000121073,2
ENSG00000121075,0
ENSG00000121089,2
ENSG00000121101,2
ENSG00000121104,2
ENSG00000121152,1
ENSG00000121207,1
ENSG00000121210,2
ENSG00000121236,1
ENSG00000121274,2
ENSG00000121281,2
ENSG00000121289,2
